binchicken_dir	coassembly	assembler	walltime	cpu_time	mean_load	max_rss	max_vms	samples	length	total_targets	total_size	recover_samples
results/aviary/target/20230929/p__CAIJMQ01	coassembly_1	metaspades	43326.6199	1871256.67	4310.46	206854.61	209785.07	SRR8556428,SRR8556479	2	10	21212000000.0	SRR8556427,SRR8556428,SRR8556479,SRR8556606,SRR8556696,SRR8556697,SRR8556701,SRR8556704,SRR8556705,SRR8556772,SRR8557033,SRR8557270,SRR9694931,SRR9700529,SRR9700624,SRR9705735,SRR9706179,SRR9707467,SRR9707989,SRR9710702
results/aviary/target/20230929/p__CAIJMQ01	coassembly_2	metaspades	31073.9176	1064076.75	3416.81	149394.55	151405.44	SRR7517633,SRR7517634	2	10	21819000000.0	SRR14000031,SRR14000032,SRR14000033,SRR14000034,SRR14699971,SRR6301445,SRR6823440,SRR7051284,SRR7051285,SRR7517633,SRR7517634
results/aviary/target/20230929/p__CAIJMQ01	coassembly_3	metaspades	54537.4048	2057654.4	3768.5	221070.43	222791.09	SRR9700688,SRR9706179	2	10	32771000000.0	SRR8556254,SRR8556427,SRR8556609,SRR8556703,SRR8557033,SRR8557270,SRR8557365,SRR9700625,SRR9700688,SRR9705733,SRR9705735,SRR9706179,SRR9707468,SRR9707989,SRR9709000,SRR9710038,SRR9710522,SRR9710542,SRR9710561,SRR9710702
results/aviary/target/20230929/p__CAIJMQ01	coassembly_4	metaspades	56960.6294	2177608.7	3815.58	197763.77	200557.01	SRR9705735,SRR9707989	2	10	37706000000.0	SRR8556428,SRR8556479,SRR8556606,SRR8556696,SRR8556697,SRR8556701,SRR8556703,SRR8556704,SRR8556705,SRR8556706,SRR8556772,SRR8557033,SRR8557270,SRR9694931,SRR9700529,SRR9705735,SRR9707467,SRR9707989,SRR9710522,SRR9710702
results/aviary/target/20230929/p__Abyssobacteria	coassembly_0	metaspades	41971.517	1458737.98	3464.27	331958.21	336008.36	SRR8943084,SRR8943093	2	10	20613000000.0	ERR5037041,SRR12358726,SRR12358728,SRR5579825,SRR6301447,SRR9068961,SRR8346064,SRR8382467,SRR8943083,SRR8943084,SRR8943089,SRR8943090,SRR8943091,SRR8943092,SRR8943093,SRR8943094,SRR8943095,SRR8943096,SRR9068958
results/aviary/target/20230929/p__Abyssobacteria	coassembly_1	metaspades	50251.4382	2075318.08	4120.59	212995.23	215511.16	SRR10095362,SRR12686701	2	10	23838000000.0	SRR10095340,SRR10095341,SRR10095342,SRR10095362,SRR12686701,SRR12687342,SRR12687952,SRR5580902
results/aviary/target/20230929/p__GCA-2686955	coassembly_0	metaspades	54692.4718	2052303.22	3746.81	315021.63	317136.43	SRR8062346,SRR8062349	2	13	43864000000.0	SRR8062320,SRR8062321,SRR8062322,SRR8062323,SRR8062346,SRR8062348,SRR8062349,SRR8062351,SRR8062584
results/aviary/target/20230929/p__VGIX01	coassembly_0	metaspades	48944.298	1773769.93	3618.72	351987.92	354151.32	SRR8943083,SRR8943089	2	18	23658000000.0	ERR2206756,ERR2206774,ERR2206789,ERR2206791,ERR543992,SRR14699967,SRR1750093,SRR6963308,SRR6963480,SRR8943083,SRR8943084,SRR8943089,SRR8943090,SRR8943091,SRR8943092,SRR8943093,SRR8943094,SRR8943095,SRR8943097,SRR9068928
results/aviary/target/20230929/p__VGIX01	coassembly_1	metaspades	38389.406	1058478.93	2752.12	302869.82	306277.75	SRR9649758,SRR9649759	2	17	23457000000.0	SRR10097247,SRR11308316,SRR12623517,SRR13892590,SRR13892596,SRR13892599,SRR13892600,SRR13892602,SRR13892603,SRR13892604,SRR13892605,SRR14752261,SRR3715698,SRR6479060,SRR6660646,SRR9649755,SRR9649756,SRR9649758,SRR9649759,SRR9649760
results/aviary/target/20230929/p__VGIX01	coassembly_2	metaspades	65729.1255	2332576.82	3545.29	393835.23	398594.12	SRR8943090,SRR8943092	2	17	29776000000.0	ERR2206774,ERR2206789,ERR2206791,ERR543992,SRR1750093,SRR6963308,SRR6963480,SRR6963492,SRR8943083,SRR8943084,SRR8943089,SRR8943090,SRR8943091,SRR8943092,SRR8943093,SRR8943094,SRR8943095,SRR8943097,SRR9068928,SRR9068948
results/aviary/target/20230929/p__VGIX01	coassembly_3	metaspades	45393.5979	1452349.0	3189.98	191023.53	192807.53	SRR8062348,SRR8062351	2	17	33151000000.0	SRR12042682,SRR12358726,SRR13892590,SRR13892599,SRR8062320,SRR8062321,SRR8062322,SRR8062323,SRR8062331,SRR8062333,SRR8062344,SRR8062346,SRR8062348,SRR8062349,SRR8062350,SRR8062351,SRR8062353,SRR9166041,SRR9166042,SRR9649758
results/aviary/target/20230929/p__VGIX01	coassembly_4	metaspades	51845.0332	1910583.46	3680.36	315375.79	317136.28	SRR8062346,SRR8062349	2	17	43864000000.0	SRR12042682,SRR12358726,SRR13892590,SRR13892599,SRR13892601,SRR8062320,SRR8062321,SRR8062322,SRR8062323,SRR8062333,SRR8062344,SRR8062346,SRR8062348,SRR8062349,SRR8062350,SRR8062351,SRR8062353,SRR8062354,SRR9166042,SRR9649758
results/aviary/target/20230929/p__Moduliflexota	coassembly_0	metaspades	76637.6261	1928034.57	2509.59	317045.34	317539.53	SRR8439058,SRR8439236	2	10	26426000000.0	SRR7968064,SRR8439058,SRR8439170,SRR8439236
results/aviary/target/20230929/p__JADFOP01	coassembly_0	metaspades	26463.7793	957408.3	3601.77	177540.79	178950.57	DRR226086,DRR226089	2	19	18050000000.0	DRR226086,DRR226088,DRR226089,SRR10168430,SRR10168431,SRR10168432,SRR10168434,SRR12157857,SRR12157858,SRR12157859,SRR1555743,SRR17063063,SRR2915683,SRR2915707,SRR8451930,SRR8799000,SRR8799001,SRR8799002,SRR8799003,SRR9649757
results/aviary/target/20230929/p__JADFOP01	coassembly_1	metaspades	16492.9246	649708.42	3926.53	81573.74	91554.35	SRR8799000,SRR8799001	2	11	20449000000.0	DRR226086,DRR226088,DRR226089,SRR10168431,SRR10168432,SRR12068624,SRR12157857,SRR12157858,SRR12157859,SRR1555743,SRR1555744,SRR17063063,SRR6439369,SRR7467840,SRR8451930,SRR8482195,SRR8799000,SRR8799001,SRR8799002,SRR8799003
results/aviary/target/20230929/p__JANLFM01	coassembly_0	metaspades	11339.4426	490421.35	4302.57	66323.34	82970.35	SRR4244875,SRR5723895	2	11	13659000000.0	ERR1430396,SRR1022352,SRR11088442,SRR11088464,SRR11088482,SRR9855027,SRR1313285,SRR2043638,SRR3289231,SRR4236649,SRR4244875,SRR5007117,SRR5007140,SRR5007356,SRR5007357,SRR5007359,SRR5723895,SRR7638743,SRR7638746
results/aviary/target/20230929/p__JAAXVQ01	coassembly_0	metaspades	51570.4342	2028218.98	3924.56	330964.96	333810.24	SRR8557364,SRR9700623	2	17	24629000000.0	SRR8556254,SRR8556257,SRR8556427,SRR8556428,SRR8556601,SRR8556602,SRR8556772,SRR8557033,SRR8557363,SRR8557364,SRR8557366,SRR8557488,SRR9700623,SRR9700626,SRR9705675,SRR9707467,SRR9707989,SRR9710038,SRR9710522,SRR9710701
results/aviary/target/20230929/p__JAAXVQ01	coassembly_1	metaspades	63195.3304	2605412.68	4117.48	329762.04	334094.22	SRR8557488,SRR9705675	2	13	23256000000.0	SRR8556254,SRR8556257,SRR8556427,SRR8556428,SRR8556601,SRR8556602,SRR8556609,SRR8556772,SRR8557033,SRR8557363,SRR8557364,SRR8557366,SRR8557488,SRR9700623,SRR9700626,SRR9705675,SRR9707989,SRR9710038,SRR9710522,SRR9710702
results/aviary/target/20230929/p__JACIXR01	coassembly_0	metaspades	6925.1429	219216.82	3119.79	59678.84	78642.35	SRR6344961,SRR6344962	2	13	9344000000.0	SRR6311222,SRR6344961,SRR6344962
results/aviary/target/20230929/p__Tectomicrobia	coassembly_0	metaspades	41096.731	1485579.56	3610.81	298037.04	299066.89	SRR12113387,SRR12113388	2	18	20701000000.0	ERR2108712,SRR6266849,ERR4904390,SRR6788489,SRR10360654,SRR12113387,SRR12113388,SRR12113416,SRR12113417,SRR13164625,SRR3989293,SRR3989295,SRR5262249,SRR5574341,SRR5747841,SRR5747861,SRR6197933,SRR6197934
results/aviary/target/20230929/p__Tectomicrobia	coassembly_1	metaspades	70218.5012	3078189.55	4376.21	300073.52	302160.42	SRR5747841,SRR5747860	2	17	25332000000.0	ERR2108712,SRR11742962,SRR12113388,SRR12113391,SRR12113407,SRR12113416,SRR12113417,SRR12875365,SRR13164631,SRR14640483,SRR490148,SRR5215831,SRR5262254,SRR5747841,SRR5747860,SRR5747861,SRR6181342,SRR6181350,SRR6266487,SRR8863439
results/aviary/target/20230929/p__Mcinerneyibacteriota	coassembly_0	metaspades	19526.9648	729309.41	3715.03	138884.5	141406.04	SRR7760390,SRR7760392	2	12	11985000000.0	ERR4222567,SRR10915312,SRR10915313,SRR12261227,SRR403245,SRR403246,SRR7760390,SRR7760391,SRR7760392,SRR7760394,SRR931091
results/aviary/target/20230929/p__Mcinerneyibacteriota	coassembly_1	metaspades	44368.0681	1721966.8	3879.74	208200.71	209888.75	SRR5007144,SRR5007151	2	12	27616000000.0	SRR11241199,SRR11241203,SRR14699984,SRR14699990,SRR2043634,SRR2043643,SRR2636951,SRR2637322,SRR2637699,SRR2657209,SRR2657625,SRR2657627,SRR2657962,SRR2658004,SRR4236672,SRR5007144,SRR5007151,SRR5007222,SRR5007228,SRR7638773
results/aviary/target/20230929/p__JABMQX01	coassembly_0	metaspades	71019.8088	2432971.75	3420.58	428328.27	430078.41	ERR3804376,ERR4334730	2	16	40140000000.0	ERR3804375,ERR3804376,ERR3804377,ERR3804378,ERR4334725,ERR4334727,ERR4334728,ERR4334729,ERR4334730,ERR4334731,ERR4334733,ERR4334734,ERR4334735,ERR4334736,SRR12594517,SRR4030042,SRR5272222,SRR7006460,SRR7007045,SRR8652709
results/aviary/target/20230929/p__JABMQX01	coassembly_1	metaspades	78259.5686	2772702.82	3538.11	428913.94	432895.82	ERR3804375,ERR4334729	2	11	41007000000.0	ERR3804373,ERR3804374,ERR3804375,ERR3804376,ERR3804377,ERR4334727,ERR4334728,ERR4334729,ERR4334730,ERR4334731,ERR4334733,ERR4334734,ERR4334735,ERR4334736,SRR12594517,SRR13674313,SRR13759110,SRR4030042,SRR5272222,SRR7072770
results/aviary/target/20230929/p__CLD3	coassembly_0	metaspades	25999.254	1026709.35	3945.12	162680.69	164981.72	SRR12133403,SRR12133404	2	16	26768000000.0	SRR12133403,SRR12133404,SRR12489246
results/aviary/target/20230929/p__CLD3	coassembly_1	metaspades	19491.1679	831926.64	4253.57	145922.26	148352.21	SRR10095373,SRR10095374	2	14	10220000000.0	SRR10095362,SRR10095373,SRR10095374,SRR11582143,SRR12686701,SRR12687342,SRR12687782,SRR12687952,SRR12977061,SRR12989705,SRR1702234
results/aviary/target/20230929/p__NPL-UPA2	coassembly_0	metaspades	15382.2697	569861.45	3683.39	71317.05	85318.35	SRR9822616,SRR9822617	2	43	12660000000.0	SRR9822614,SRR9822615,SRR9822616,SRR9822617,SRR9822619
results/aviary/target/20230929/p__NPL-UPA2	coassembly_1	metaspades	25868.7407	971994.8	3742.65	111281.68	112062.55	SRR9822616,SRR9822617,SRR9822619	3	32	18856000000.0	SRR9822614,SRR9822615,SRR9822616,SRR9822617,SRR9822619
results/aviary/target/20230929/p__CSSED10-310	coassembly_0	metaspades	31026.4003	1264255.77	4061.26	163415.55	164981.72	SRR12133403,SRR12133404	2	17	26768000000.0	ERR4682381,SRR10466942,SRR12133403,SRR12133404,SRR12349272
results/aviary/target/20230929/p__PUNC01	coassembly_0	metaspades	67667.8579	2353759.05	3473.74	210391.18	212818.92	SRR11702754,SRR11702771	2	18	47305000000.0	SRR11615168,SRR11702754,SRR11702755,SRR11702756,SRR11702757,SRR11702761,SRR11702764,SRR11702770,SRR11702771,SRR15327642,SRR8925804,SRR8925799,SRR5678977,SRR8449813,SRR8925727,SRR8925733,SRR8925764,SRR8925767
results/aviary/target/20230929/p__PUNC01	coassembly_1	metaspades	69520.7834	2383593.91	3424.96	307105.79	308990.51	SRR11702757,SRR11702770	2	17	45518000000.0	SRR11615168,SRR11702754,SRR11702755,SRR11702756,SRR11702757,SRR11702761,SRR11702764,SRR11702770,SRR11702771,SRR15327642,SRR8925804,SRR8925799,SRR5678977,SRR8449813,SRR8925727,SRR8925733,SRR8925764,SRR8925767
results/aviary/target/20230929/p__UBA6262	coassembly_0	metaspades	113046.0961	3374041.6	2980.82	420204.95	427902.9	SRR5215466,SRR8539650	2	12	42169000000.0	SRR5215464,SRR5215466,SRR8539650
results/aviary/target/20230929/p__UBA6262	coassembly_1	metaspades	94239.656	3618644.14	3835.96	385144.82	386094.29	ERR4334734,ERR4334735	2	10	34874000000.0	SRR9924804,ERR3804377,ERR4334733,ERR4334734,ERR4334735,ERR4334736,SRR12059199,SRR5260217,SRR5260272,SRR5435972,SRR5468517,SRR5892096,SRR8863431,SRR9924774,SRR9924778
results/aviary/genus_3sample/20231204/SRP269290	coassembly_0	metaspades	21603.7054	820729.61	3786.52	139480.1	142710.56	SRR12113424,SRR12113430	2	748	22491000000.0	SRR12113386,SRR12113387,SRR12113401,SRR12113407,SRR12113416,SRR12113417,SRR12113418,SRR12113419,SRR12113420,SRR12113421,SRR12113422,SRR12113424,SRR12113425,SRR12113426,SRR12113428,SRR12113429,SRR12113430,SRR12113431,SRR12113432,SRR12113433
results/aviary/genus_3sample/20231204/SRP269290	coassembly_1	metaspades	30154.2512	995758.19	3295.51	182530.03	185383.74	SRR12113409,SRR12113410	2	700	24569000000.0	SRR12113388,SRR12113389,SRR12113391,SRR12113392,SRR12113394,SRR12113395,SRR12113397,SRR12113404,SRR12113407,SRR12113408,SRR12113409,SRR12113410,SRR12113411,SRR12113413,SRR12113414,SRR12113415,SRR12113416,SRR12113422
results/aviary/genus_3sample/20231204/SRP269290	coassembly_2	metaspades	24057.8736	870615.74	3607.55	168526.46	171768.3	SRR12113420,SRR12113431	2	564	28633999999.0	SRR12113386,SRR12113387,SRR12113401,SRR12113407,SRR12113416,SRR12113417,SRR12113418,SRR12113419,SRR12113420,SRR12113421,SRR12113422,SRR12113424,SRR12113425,SRR12113426,SRR12113428,SRR12113429,SRR12113430,SRR12113431,SRR12113432,SRR12113433
results/aviary/genus_3sample/20231204/SRP319275	coassembly_0	metaspades	28728.7725	1092305.88	3789.8	184379.67	186533.95	SRR14492185,SRR14492187	2	549	16882000000.0	SRR14492168,SRR14492169,SRR14492174,SRR14492180,SRR14492181,SRR14492182,SRR14492183,SRR14492184,SRR14492185,SRR14492186,SRR14492187,SRR14492189,SRR14492190,SRR14492191,SRR14492192,SRR14492193,SRR14492196,SRR14492197,SRR14492198
results/aviary/genus_3sample/20231204/SRP319275	coassembly_1	metaspades	31000.5501	1277160.82	4105.81	190909.95	193268.01	SRR14492168,SRR14492169	2	460	16882000000.0	SRR14492168,SRR14492169,SRR14492172,SRR14492173,SRR14492174,SRR14492177,SRR14492182,SRR14492183,SRR14492185,SRR14492186,SRR14492187,SRR14492188,SRR14492189,SRR14492190,SRR14492191,SRR14492196,SRR14492197,SRR14492198,SRR14492199,SRR14492200
results/aviary/genus_3sample/20231204/SRP260945	coassembly_0	megahit	55119.3287	2513359.82	4548.77	32832.67	41358.33	SRR11744943,SRR11791037	2	548	49216000000.0	SRR11744915,SRR11744943,SRR11745179,SRR11791037
results/aviary/genus_3sample/20231204/SRP187154	coassembly_0	metaspades	41482.5005	1727214.13	4156.61	163456.96	165406.62	SRR8648368,SRR8648371	2	459	30378000000.0	SRR8648359,SRR8648360,SRR8648364,SRR8648365,SRR8648366,SRR8648367,SRR8648368,SRR8648369,SRR8648370,SRR8648371,SRR8648372,SRR8648373,SRR8648374,SRR8648375,SRR8648376,SRR8648377,SRR8648378
results/aviary/genus_3sample/20231204/SRP214966	coassembly_0	metaspades	52316.3251	2131028.11	4064.8	324921.68	327849.32	SRR9700623,SRR9705675	2	646	24304000000.0	SRR9694931,SRR9700529,SRR9700623,SRR9700626,SRR9700627,SRR9700687,SRR9700688,SRR9705674,SRR9705675,SRR9706179,SRR9707467,SRR9707468,SRR9707989,SRR9709000,SRR9710038,SRR9710522,SRR9710542,SRR9710561,SRR9710701,SRR9710702
results/aviary/genus_3sample/20231204/SRP214966	coassembly_1	metaspades	42890.7421	1584642.3	3684.84	292133.05	294269.42	SRR9700688,SRR9710702	2	591	28988000000.0	SRR9694931,SRR9700529,SRR9700623,SRR9700625,SRR9700687,SRR9700688,SRR9705674,SRR9705733,SRR9705735,SRR9705745,SRR9706179,SRR9707467,SRR9707468,SRR9707989,SRR9709000,SRR9710038,SRR9710522,SRR9710542,SRR9710561,SRR9710702
results/aviary/genus_3sample/20231204/SRP214966	coassembly_2	metaspades	58936.3105	2265886.57	3839.11	313832.1	315913.61	SRR9700627,SRR9710701	2	497	28439000000.0	SRR9694931,SRR9700529,SRR9700623,SRR9700624,SRR9700626,SRR9700627,SRR9700687,SRR9700688,SRR9705674,SRR9705675,SRR9705735,SRR9707467,SRR9707989,SRR9709000,SRR9710038,SRR9710522,SRR9710542,SRR9710561,SRR9710701,SRR9710702
results/aviary/genus_3sample/20231204/SRP214966	coassembly_3	metaspades	59354.2813	2323228.88	3909.86	329863.79	339521.15	SRR9700687,SRR9710542	2	454	31841000000.0	SRR9694931,SRR9700529,SRR9700623,SRR9700625,SRR9700626,SRR9700687,SRR9700688,SRR9705674,SRR9705675,SRR9705733,SRR9706179,SRR9707467,SRR9707468,SRR9707989,SRR9709000,SRR9710038,SRR9710522,SRR9710542,SRR9710561,SRR9710702
results/aviary/genus_3sample/20231204/SRP185896	coassembly_0	metaspades	43099.5684	1755563.88	4067.04	172005.54	175350.56	SRR14300214,SRR14300223	2	550	24526000000.0	SRR14300213,SRR14300214,SRR14300215,SRR14300216,SRR14300217,SRR14300218,SRR14300219,SRR14300220,SRR14300221,SRR14300222,SRR14300223,SRR14300224,SRR14300225,SRR14300226,SRR14300227,SRR14300228
results/aviary/genus_3sample/20231204/SRP185896	coassembly_1	metaspades	33827.3026	1141042.38	3360.89	197125.57	199383.0	SRR14300219,SRR14300226	2	461	24179000000.0	SRR14300213,SRR14300214,SRR14300215,SRR14300216,SRR14300217,SRR14300218,SRR14300219,SRR14300220,SRR14300221,SRR14300222,SRR14300223,SRR14300224,SRR14300225,SRR14300226,SRR14300227,SRR14300228
results/aviary/genus_3sample/20231204/SRP252850	coassembly_0	metaspades	34399.3509	1168117.25	3388.43	144479.88	147641.05	SRR11308338,SRR11308339	2	630	20014000000.0	SRR11308337,SRR11308338,SRR11308339
results/aviary/genus_3sample/20231204/SRP274231	coassembly_0	metaspades	53056.3017	1799148.19	3386.16	225482.55	229576.57	SRR12349262,SRR12349273	2	469	45864000000.0	SRR12349251,SRR12349252,SRR12349253,SRR12349254,SRR12349256,SRR12349257,SRR12349262,SRR12349271,SRR12349272,SRR12349273,SRR12349274
results/aviary/genus_3sample/20231204/ERP107533	coassembly_0	metaspades	48757.4431	1583818.67	3240.05	233327.84	236130.88	ERR2437276,ERR2437277	2	647	43319000000.0	ERR2407577,ERR2407578,ERR2437276,ERR2437277
results/aviary/genus_3sample/20231204/SRP292972	coassembly_0	metaspades	8415.6013	357364.67	4200.83	69799.7	79032.38	SRR14271365,SRR14271372	2	500	8111000000.0	SRR13076555,SRR13076587,SRR13076588,SRR14271332,SRR14271335,SRR14271336,SRR14271353,SRR14271354,SRR14271359,SRR14271360,SRR14271361,SRR14271365,SRR14271366,SRR14271367,SRR14271370,SRR14271372,SRR14271373,SRR14271374,SRR14271375,SRR14271376
results/aviary/genus_3sample/20231204/SRP318679	coassembly_0	metaspades	41981.6913	1627738.35	3871.85	158165.12	161487.91	SRR14454014,SRR14454018	2	458	36985000000.0	SRR14454002,SRR14454004,SRR14454008,SRR14454009,SRR14454010,SRR14454011,SRR14454012,SRR14454013,SRR14454014,SRR14454015,SRR14454016,SRR14454017,SRR14454018,SRR14454019,SRR14454020,SRR14454021,SRR14454022,SRR14454024
results/aviary/genus_3sample/20231204/SRP141376	coassembly_0	metaspades	69844.211	1684842.43	2410.26	287796.91	289500.41	SRR7048222,SRR7048223	2	768	37699000000.0	SRR15699983,SRR7048218,SRR7048219,SRR7048220,SRR7048221,SRR7048222,SRR7048223,SRR7048224,SRR7048225,SRR7048226,SRR7048227,SRR7048228
results/aviary/genus_3sample/20231204/SRP141376	coassembly_1	metaspades	21247.49	814637.68	3816.44	161138.06	162621.69	SRR7048224,SRR7048225	2	750	28656000000.0	SRR15699983,SRR7048218,SRR7048219,SRR7048220,SRR7048221,SRR7048222,SRR7048223,SRR7048224,SRR7048225,SRR7048226,SRR7048227,SRR7048228
results/aviary/genus_3sample/20231204/SRP162660	coassembly_0	metaspades	34179.7822	1182875.31	3452.66	169647.95	172361.53	SRR7905022,SRR7905024	2	585	37563000000.0	SRR7905022,SRR7905023,SRR7905024
results/aviary/genus_3sample/20231204/SRP278252	coassembly_0	metaspades	43410.9145	1575825.59	3624.06	218007.72	220128.45	SRR12487045,SRR12487046	2	512	38278000000.0	SRR12486992,SRR12486993,SRR12486995,SRR12486996,SRR12486998,SRR12487002,SRR12487005,SRR12487013,SRR12487017,SRR12487025,SRR12487035,SRR12487037,SRR12487038,SRR12487039,SRR12487041,SRR12487042,SRR12487044,SRR12487045,SRR12487046,SRR12487047
results/aviary/genus_3sample/20231204/SRP192515	coassembly_0	metaspades	26463.0482	1055159.7	3972.7	168650.9	172159.41	SRR8893622,SRR8893623	2	671	18675000000.0	SRR8893620,SRR8893621,SRR8893622,SRR8893623,SRR8893624,SRR8893625
results/aviary/genus_3sample/20231204/SRP219642	coassembly_0	metaspades	47758.0835	1683703.16	3517.88	199934.27	203288.12	SRR10036063,SRR10036064	2	573	38407000000.0	SRR10036018,SRR10036034,SRR10036035,SRR10036037,SRR10036038,SRR10036039,SRR10036040,SRR10036041,SRR10036042,SRR10036046,SRR10036054,SRR10036055,SRR10036056,SRR10036058,SRR10036059,SRR10036063,SRR10036064,SRR10036065,SRR10036090,SRR10036091
results/aviary/genus_3sample/20231204/SRP219642	coassembly_1	metaspades	70734.4632	2516896.73	3555.56	342149.21	345402.63	SRR10036018,SRR10036034	2	543	47800000000.0	SRR10036018,SRR10036030,SRR10036032,SRR10036033,SRR10036034,SRR10036035,SRR10036037,SRR10036038,SRR10036039,SRR10036040,SRR10036041,SRR10036042,SRR10036045,SRR10036054,SRR10036055,SRR10036058,SRR10036059,SRR10036063,SRR10036064,SRR10036065
results/aviary/genus_3sample/20231204/SRP219642	coassembly_2	metaspades	52693.6398	1940215.42	3678.39	207593.61	209734.86	SRR10036056,SRR10036065	2	516	40650000000.0	SRR10036018,SRR10036034,SRR10036035,SRR10036037,SRR10036038,SRR10036039,SRR10036040,SRR10036041,SRR10036042,SRR10036046,SRR10036054,SRR10036055,SRR10036056,SRR10036058,SRR10036059,SRR10036063,SRR10036064,SRR10036065,SRR10036090,SRR10036091
results/aviary/genus_3sample/20231204/SRP219642	coassembly_3	metaspades	36501.1663	1192862.36	3255.96	152048.59	155255.71	SRR10036081,SRR10036082	2	457	41985000000.0	SRR10036019,SRR10036020,SRR10036024,SRR10036025,SRR10036026,SRR10036027,SRR10036030,SRR10036032,SRR10036036,SRR10036057,SRR10036068,SRR10036080,SRR10036081,SRR10036082,SRR10036083,SRR10036084,SRR10036085,SRR10036086,SRR10036088,SRR10036089
results/aviary/genus_3sample/20231204/SRP187249	coassembly_0	megahit	7.9278	41.76	419.59	191.69	315.28	SRR8652712,SRR8652715	2	506	35121000000.0	SRR8652706,SRR8652707,SRR8652708,SRR8652709,SRR8652710,SRR8652711,SRR8652712,SRR8652713,SRR8652714,SRR8652715
results/aviary/genus_3sample/20231204/SRP332253	coassembly_0	metaspades	19638.7631	706935.94	3584.89	154544.19	157816.98	SRR15425350,SRR15425351	2	637	13006000000.0	SRR15425350,SRR15425351,SRR15425352,SRR15425353,SRR15425354,SRR15425355,SRR15425356,SRR15425357
results/aviary/genus_3sample/20231204/SRP332253	coassembly_1	metaspades	24128.46	922844.52	3812.19	154862.68	158078.11	SRR15425352,SRR15425353	2	541	17553000000.0	SRR15425350,SRR15425351,SRR15425352,SRR15425353,SRR15425354,SRR15425355,SRR15425356,SRR15425357
